document_info.title,document_info.abstract_preview,term_analysis.bmi_adiposity.present,term_analysis.bmi_adiposity.locations,term_analysis.bmi_adiposity.variations_found,term_analysis.bmi_adiposity.is_main_exposure,term_analysis.mendelian_randomisation.present,term_analysis.mendelian_randomisation.locations,term_analysis.mendelian_randomisation.variations_found,term_analysis.mendelian_randomisation.is_main_method,term_analysis.blood_pressure.present,term_analysis.blood_pressure.locations,term_analysis.blood_pressure.variations_found,term_analysis.blood_pressure.is_main_outcome,term_analysis.european_ancestry.present,term_analysis.european_ancestry.locations,term_analysis.european_ancestry.variations_found,term_analysis.european_ancestry.is_ancestry_European,term_analysis.reviews.present,term_analysis.reviews.locations,term_analysis.reviews.variations_found,Reason.justify
Causal association between adiposity and cardiovascular disease,N/A...,True,['title'],['adiposity'],True,False,[],[],False,False,[],[],False,False,[],[],False,False,[],[],"adiposity present in title; Mendelian randomisation, blood pressure terms, European ancestry terms, review terms missing."
Mendelian randomization provides support for obesity as a risk factor for meningioma,Little is known about the causes of meningioma. Ob...,True,['abstract'],"['body mass index', 'body fat percentage']",True,True,"['title', 'abstract']",['Mendelian randomization'],True,True,['abstract'],"['diastolic blood pressure', 'systolic blood pressure']",False,False,[],[],False,False,[],[],"Mendelian randomization, body mass index, body fat percentage, diastolic blood pressure, systolic blood pressure present in abstract. No European ancestry or review terms found."
Semiparametric methods for estimation of a nonlinear exposure-outcome relationship using instrumental variables with application to Mendelian randomization,"Mendelian randomization, the use of genetic varian...",True,['abstract'],['body mass index'],True,True,"['title', 'abstract']",['Mendelian randomization'],True,True,['abstract'],"['systolic blood pressure', 'diastolic blood pressure']",True,False,[],[],False,False,[],[],"Mendelian randomization, body mass index, systolic blood pressure, diastolic blood pressure present in abstract. No European ancestry or review terms found."
Midlife vascular risk factors and risk of incident dementia: Longitudinal cohort and Mendelian randomization analyses in the UK Biobank,INTRODUCTION: Midlife clustering of vascular risk ...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']",['Mendelian randomization'],True,True,['abstract'],['blood pressure'],False,True,['title'],['UK'],True,False,[],[],BMI mentioned as part of lifestyle subscore but not main exposure; Mendelian randomization used as main method; blood pressure mentioned but not as main outcome; UK indicates European ancestry; no review terms found.
Contribution of genetics to visceral adiposity and its relation to cardiovascular and metabolic disease,Visceral adipose tissue (VAT)-fat stored around th...,True,"['title', 'abstract']",['visceral adiposity'],True,True,['abstract'],['Mendelian randomization'],True,True,['abstract'],['hypertension'],True,True,['abstract'],['Caucasian'],True,False,[],[],"All terms present: visceral adiposity, Mendelian randomization, hypertension, Caucasian. Missing terms: systematic review, umbrella review, scoping review."
Causal inference for heritable phenotypic risk factors using heterogeneous genetic instruments,Over a decade of genome-wide association studies (...,True,['abstract'],['body mass index'],True,True,['abstract'],['Mendelian Randomization'],True,True,['abstract'],['systolic blood pressure'],True,False,[],[],False,False,[],[],"body mass index, Mendelian Randomization, systolic blood pressure"
"Urinary Albumin, Sodium, and Potassium and Cardiovascular Outcomes in the UK Biobank: Observational and Mendelian Randomization Analyses",Urinary biomarkers are associated with cardiovascu...,True,['abstract'],['adiposity-related measures'],True,True,"['title', 'abstract']","['Mendelian Randomization', 'Mendelian randomization']",True,True,['abstract'],['blood pressure (BP)'],True,True,['title'],['UK Biobank'],True,False,[],[],"BMI/adiposity terms found in abstract as 'adiposity-related measures' and is main exposure. Mendelian randomisation found in title and abstract as 'Mendelian Randomization' and 'Mendelian randomization', and is main method. Blood pressure terms found in abstract as 'blood pressure (BP)' and is main outcome. European ancestry terms found in title as 'UK Biobank'. No review terms found."
Associations between Potentially Modifiable Risk Factors and Alzheimer Disease: A Mendelian Randomization Study,BACKGROUND: Potentially modifiable risk factors in...,True,['abstract'],['body mass index (BMI)'],False,True,"['title', 'abstract']","['Mendelian Randomization', 'Mendelian randomization']",True,True,['abstract'],['systolic blood pressure (SBP)'],True,False,[],[],False,False,[],[],"BMI mentioned as 'body mass index (BMI)', Mendelian randomisation as 'Mendelian Randomization' and 'Mendelian randomization', blood pressure as 'systolic blood pressure (SBP)'. No European ancestry or review terms found."
Duration of obesity exposure between ages 10 and 40 years and its relationship with cardiometabolic disease risk factors: A cohort study,BACKGROUND: Individuals with obesity do not repres...,True,['abstract'],['body mass index (BMI)'],False,True,['abstract'],['mendelian randomization'],False,True,['abstract'],['systolic (SBP) and diastolic blood pressure (DBP)'],False,True,['abstract'],['white British'],True,False,[],[],"BMI mentioned as 'body mass index (BMI)' but not as main exposure, Mendelian randomisation mentioned as 'mendelian randomization' but not main method, blood pressure terms 'systolic (SBP) and diastolic blood pressure (DBP)' mentioned but not main outcome, European ancestry term 'white British' present and is European, no review terms found."
Assessment of causality between modifiable factors and heart failure: A Mendelian randomization analysis,BACKGROUND AND OBJECTIVES: Observational studies h...,True,['abstract'],['adiposity'],False,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomization (MR)']",True,True,['abstract'],['systolic blood pressure (SBP)'],True,False,[],[],False,False,[],[],"adiposity, Mendelian randomization, Mendelian randomization (MR), systolic blood pressure (SBP)"
The causal effect of vitamin D binding protein (DBP) levels on calcemic and cardiometabolic diseases: a Mendelian randomization study,BACKGROUND: Observational studies have shown that ...,True,['abstract'],['body mass index (BMI)'],False,True,"['title', 'abstract']",['Mendelian randomization'],True,True,['abstract'],['hypertension'],False,False,[],[],False,False,[],[],"BMI mentioned as not causally associated, Mendelian randomization is the main method, hypertension mentioned but not as main outcome, no European ancestry or review terms found."
Mendelian randomization studies in coronary artery disease,Epidemiological research over the last 50 years ha...,True,['abstract'],['obesity'],False,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomization (MR)']",True,True,['abstract'],['hypertension'],False,True,['abstract'],['European Society of Cardiology'],True,False,[],[],"Mendelian randomization, Mendelian randomization (MR), obesity, hypertension, European Society of Cardiology"
Diabetes and branched-chain amino acids: What is the link?,Branched-chain amino acids (BCAA) have increasingl...,True,['abstract'],['obesity'],False,True,['abstract'],['A Mendelian randomization study'],True,True,['abstract'],['hypertension'],False,True,['abstract'],['Caucasian'],True,False,[],[],BMI/adiposity terms like 'obesity' are present but not as main exposure; Mendelian randomisation is used as the main method; Blood pressure term 'hypertension' is present but not as main outcome; European ancestry term 'Caucasian' is present and is European; No review terms found.
Feasibility of a Risk-Based Approach to Cataract Surgery Preoperative Medical Evaluation,"IMPORTANCE: In 2019, the US Centers for Medicare &...",False,[],[],False,False,[],[],False,False,[],[],False,False,[],[],False,False,[],[],"No terms related to BMI/adiposity, Mendelian randomisation, blood pressure, European ancestry, or review types were found in the title or abstract."
The causal effects of health conditions and risk factors on social and socioeconomic outcomes: Mendelian randomization in UK Biobank,BACKGROUND: We aimed to estimate the causal effect...,True,['abstract'],['body mass index (BMI)'],True,True,"['title', 'abstract']",['Mendelian randomization'],True,True,['abstract'],['systolic blood pressure'],False,True,['abstract'],['White British ancestry'],True,False,[],[],"All terms present: body mass index (BMI), Mendelian randomization, systolic blood pressure, White British ancestry. Missing terms: review terms."
