,document_info.title,document_info.abstract_preview,term_analysis.bmi_adiposity.present,term_analysis.bmi_adiposity.locations,term_analysis.bmi_adiposity.variations_found,term_analysis.bmi_adiposity.is_main_exposure,term_analysis.mendelian_randomisation.present,term_analysis.mendelian_randomisation.locations,term_analysis.mendelian_randomisation.variations_found,term_analysis.blood_pressure.present,term_analysis.blood_pressure.locations,term_analysis.blood_pressure.variations_found,term_analysis.european_ancestry.present,term_analysis.european_ancestry.locations,term_analysis.european_ancestry.variations_found,score.value,score.breakdown.bmi_adiposity,score.breakdown.mendelian_randomisation,score.breakdown.blood_pressure_terms,score.breakdown.european_ancestry,score.justification,score.breakdown.blood pressure terms,score.breakdown.blood_pressure terms,SCORE
158,Genetic determinants of daytime napping and effects on cardiometabolic health,"Daytime napping is a common, heritable behavior, b...",True,['abstract'],['waist circumference'],False,True,['abstract'],['Mendelian randomization'],True,['abstract'],['higher blood pressure'],True,['abstract'],['UK Biobank'],0,-1,1,1.0,1,"BMI/adiposity is present but not as the main exposure, hence -1. Mendelian randomisation is present, scoring +1. Blood pressure terms are present as main outcome, scoring +1. European ancestry is indicated by 'UK Biobank', scoring +1.",,,2
159,"Avoiding dynastic, assortative mating, and population stratification biases in Mendelian randomization through within-family analyses",Estimates from Mendelian randomization studies of ...,True,['abstract'],['lower BMI'],True,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],['high blood pressure'],True,['abstract'],['UK Biobank'],2,1,1,1.0,-1,"BMI is studied as a main exposure affecting blood pressure, which is considered as an outcome. Mendelian randomization is present in both title and abstract. European ancestry is indicated by 'UK Biobank', but it's not clear if the study focuses primarily on European ancestry, hence a negative score for this category.",,,5
160,From the Editor,N/A...,False,[],[],False,False,[],[],False,[],[],False,[],[],-6,-2,-1,-2.0,-1,"No terms related to BMI/adiposity, Mendelian randomisation, blood pressure, or European ancestry were found in the title or abstract. BMI/adiposity is not present, thus not the main exposure. Blood pressure terms are absent, thus not the main outcome. Mendelian randomisation and European ancestry are also absent.",,,-6
161,Multiple genetic variants explain measurable variance in type 2 diabetes-related traits in Pakistanis,AIMS/HYPOTHESIS: Multiple genetic variants are ass...,True,['abstract'],['BMI'],False,True,['abstract'],['Mendelian randomisation'],True,['abstract'],"['systolic blood pressure', 'diastolic blood pressure']",True,['abstract'],['Europeans'],0,-1,1,1.0,1,"BMI is present but not as the main exposure, hence -1. Mendelian randomisation is present, scoring +1. Blood pressure terms are present as outcomes, scoring +1. European ancestry is mentioned, scoring +1.",,,2
162,Genetically Predicted Obesity Causally Increased the Risk of Hypertension Disorders in Pregnancy,Aims: This study aimed to evaluate the causal asso...,True,"['title', 'abstract']",['obesity'],True,True,['abstract'],['Mendelian randomization'],True,"['title', 'abstract']",['hypertension disorders'],True,['abstract'],['FinnGen'],2,1,1,1.0,-1,"BMI/adiposity (obesity) is the main exposure studied for its causal effect on blood pressure (hypertension disorders), which is the main outcome. Mendelian randomisation is present and used to establish causality. European ancestry is indicated by the mention of the FinnGen consortium, but it's not clear if the study exclusively involves European ancestry, thus scoring negatively for insufficient clarity.",,,5
163,"Adult height, coronary heart disease and stroke: a multi-locus Mendelian randomization meta-analysis",Background: We investigated causal effect of compl...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],['systolic blood pressure'],False,[],[],-2,-1,1,,-2,"BMI is present but not as a main exposure, only as a covariate. Mendelian randomisation is present in both title and abstract. Blood pressure term is present but not as the main outcome. European ancestry is absent.",,1.0,-1
164,Correcting the Standard Errors of 2-Stage Residual Inclusion Estimators for Mendelian Randomization Studies,Mendelian randomization studies use genotypes as i...,False,[],[],False,True,"['title', 'abstract']","['Mendelian Randomization', 'Mendelian randomization']",False,[],[],False,[],[],-4,-2,1,-2.0,-1,"BMI/adiposity is not mentioned, thus not a main exposure. Mendelian randomisation is present in both title and abstract. No blood pressure terms or European ancestry terms are mentioned.",,,-4
165,Novel loci for childhood body mass index and shared heritability with adult cardiometabolic traits,The genetic background of childhood body mass inde...,True,"['title', 'abstract']","['body mass index', 'BMI']",False,False,[],[],True,['abstract'],['diastolic blood pressure'],False,[],[],-3,-1,-1,,-2,"BMI/adiposity terms are present but not as the main exposure, hence -1. Mendelian randomisation is absent, scoring -1. Diastolic blood pressure is present as an outcome, scoring +1. No European ancestry terms are found, resulting in -2.",1.0,,-3
166,Comprehensive Investigation of Circulating Biomarkers and Their Causal Role in Atherosclerosis-Related Risk Factors and Clinical Events,BACKGROUND: Circulating biomarkers have been previ...,True,['abstract'],['body mass index'],False,True,['abstract'],['Mendelian randomization'],True,['abstract'],"['systolic blood pressure', 'hypertension']",True,['abstract'],['UK Biobank'],0,-1,1,1.0,1,"BMI/adiposity is present but not as the main exposure, hence -1. Blood pressure terms are present and studied as outcomes, scoring +1. Mendelian randomisation is present, scoring +1. European ancestry is indicated by 'UK Biobank', scoring +1.",,,2
167,Epigenetic loci for blood pressure are associated with hypertensive target organ damage in older African Americans from the genetic epidemiology network of Arteriopathy (GENOA) study,BACKGROUND: Hypertension is a major modifiable ris...,True,['abstract'],['body mass index (BMI)'],False,True,['abstract'],['Mendelian randomization'],True,"['title', 'abstract']","['blood pressure', 'Hypertension']",False,[],[],-2,-1,1,1.0,-2,"BMI is present but not as a main exposure, only adjusted for in the analysis. Mendelian randomization is present in the abstract. Blood pressure terms are present and studied as main outcomes. European ancestry is not mentioned.",,,-1
168,Mendelian Randomization Study of Obesity and Cerebrovascular Disease,OBJECTIVE: To systematically investigate causal re...,True,['abstract'],['body mass index (BMI)'],False,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomization (MR)']",True,['abstract'],['systolic blood pressure (SBP)'],False,[],[],-1,-1,1,1.0,-2,"BMI is present but not as the main exposure, it is studied as a covariate. Mendelian randomisation is clearly mentioned in both title and abstract. Blood pressure terms are present and studied as a mediator, not the main outcome. No mention of European ancestry or related terms.",,,-1
169,Detecting and correcting for bias in Mendelian randomization analyses using Gene-by-Environment interactions,BACKGROUND: Mendelian randomization (MR) has devel...,True,['abstract'],"['adiposity', 'body mass index (BMI)']",True,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomization (MR)', 'MR']",True,['abstract'],['systolic blood pressure (SBP)'],True,['abstract'],['UK Biobank'],2,1,1,1.0,-1,"BMI is studied as a main exposure for blood pressure, which is the main outcome. Mendelian randomisation is present in both title and abstract. Blood pressure is correctly identified as the main outcome. European ancestry is indicated by 'UK Biobank' but does not explicitly mention European ancestry, hence the deduction.",,,5
170,Comorbidities in gout and hyperuricemia: causality or epiphenomena?,PURPOSE OF REVIEW: To review advances in the under...,True,['abstract'],['BMI'],True,True,['abstract'],['Mendelian randomization'],True,['abstract'],['hypertension'],False,[],[],0,1,1,,-2,"BMI is mentioned as having a causal effect on serum urate, thus considered as the main exposure. Mendelian randomization is present in the abstract. Hypertension is mentioned but not as the main outcome, hence the negative score. No European ancestry terms are found.",,-1.0,2
171,Body mass index and body composition in relation to 14 cardiovascular conditions in UK Biobank: a Mendelian randomization study,AIMS: The causal role of adiposity for several car...,True,"['title', 'abstract']","['Body mass index', 'adiposity', 'BMI']",True,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],['arterial hypertension'],True,['abstract'],['UK Biobank'],2,1,1,1.0,-1,"BMI/adiposity is studied as the main exposure for cardiovascular conditions, Mendelian randomisation is present, blood pressure terms are present as outcomes, but European ancestry is only indirectly mentioned through 'UK Biobank' which does not explicitly confirm European/white/Caucasian ancestry.",,,5
172,Vitamin D and heart failure: A two-sample mendelian randomization study,BACKGROUND AND AIMS: The relationship between vita...,True,['abstract'],['BMI'],False,True,"['title', 'abstract']","['mendelian randomization', 'Mendelian randomization', 'MR']",True,['abstract'],['hypertension'],False,[],[],-2,-1,1,,-2,"BMI is present but not as the main exposure variable, only as a covariate in multivariable MR. Mendelian randomisation is clearly mentioned in both the title and abstract. Hypertension is mentioned as a covariate in the study, not as the main outcome. No European or white ancestry terms are mentioned.",1.0,,-1
173,Association of genetically predicted blood sucrose with coronary heart disease and its risk factors in Mendelian randomization,We assessed the associations of genetically instru...,True,['abstract'],['adiposity'],False,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],['blood pressure'],False,[],[],-2,-1,1,,-2,"Adiposity is mentioned but not as a main exposure, hence -1. Mendelian randomization is present in both title and abstract, scoring +1. Blood pressure is mentioned as a risk factor, scoring +1. No mention of European ancestry, scoring -2.",1.0,,-1
174,A genetic risk score for fasting plasma glucose is independently associated with arterial stiffness: a Mendelian randomization study,BACKGROUND: Arterial stiffness is known to be asso...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],"['hypertension', 'systolic blood pressure']",True,['abstract'],['Sweden'],0,-1,1,,1,"BMI/adiposity is present but not as a main exposure, hence -1. Mendelian randomisation is present, scoring +1. Blood pressure terms are present but not as the main outcome, scoring -1. European ancestry is indicated by the mention of Sweden, scoring +1.",,-1.0,2
175,Nonalcoholic fatty liver disease or metabolic dysfunction-associated fatty liver disease diagnoses and cardiovascular diseases: From epidemiology to drug approaches,BACKGROUND: A consensus of experts has proposed to...,True,['abstract'],['obesity'],False,True,['abstract'],['Mendelian randomization'],True,['abstract'],['hypertension'],True,['abstract'],['European'],0,-1,1,1.0,1,"BMI/adiposity is present but not as the main exposure, hence -1. Mendelian randomisation is present, scoring +1. Blood pressure terms are present and studied as an outcome, scoring +1. European ancestry is mentioned, scoring +1.",,,2
176,Alcohol consumption and cognitive impairment in older men: a mendelian randomization study,OBJECTIVE: To determine whether alcohol consumptio...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']",['mendelian randomization'],True,['abstract'],['hypertension'],False,[],[],-1,-1,1,1.0,-2,"BMI is present but not as a main exposure, reducing its score. Mendelian randomisation is present in both title and abstract. Blood pressure term 'hypertension' is present as an outcome. No European ancestry terms are found, leading to a negative score for that category.",,,-1
177,Risk factors for type 2 diabetes mellitus: An exposure-wide umbrella review of meta-analyses,BACKGROUND: Type 2 diabetes mellitus (T2DM) is a g...,True,['abstract'],['Adiposity'],False,True,['abstract'],['Mendelian randomization'],True,['abstract'],['high systolic blood pressure'],False,[],[],-2,-1,1,1.0,-2,"Adiposity is mentioned but not as a main exposure, Mendelian randomisation is present, high systolic blood pressure is mentioned as a risk factor, and no European ancestry terms are found.",,,-1
178,"Cardiometabolic, Lifestyle, and Nutritional Factors in Relation to Varicose Veins: A Mendelian Randomization Study",Background We conducted a 2-sample Mendelian rando...,True,['abstract'],['body mass index'],True,True,"['title', 'abstract']","['Mendelian Randomization', 'Mendelian randomization']",True,['abstract'],"['diastolic and systolic blood pressure', 'systolic blood pressure']",True,['abstract'],"['UK Biobank', 'FinnGen consortium']",2,1,1,,-1,"BMI is studied as a main exposure for varicose veins, Mendelian randomisation is present, blood pressure terms are present but not as the main outcome, and European ancestry is mentioned but not as a primary focus.",,1.0,5
179,Type 2 diabetes mellitus increases risk of erectile dysfunction independent of obesity and dyslipidemia: A Mendelian randomization study,BACKGROUND: The causal effects of individual risk ...,True,['abstract'],['body mass index (BMI)'],False,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomization (MR)']",True,['abstract'],['systolic blood pressure'],True,['abstract'],['Europeans'],0,-1,1,1.0,1,"BMI is present but not as the main exposure, it's studied in relation to ED, not as a predictor of blood pressure. Mendelian randomisation is clearly present in both title and abstract. Blood pressure terms are present but not as the main outcome; they are studied alongside other factors for their effect on ED. European ancestry is explicitly mentioned.",,,2
180,Influence of puberty timing on adiposity and cardiometabolic traits: A Mendelian randomisation study,BACKGROUND: Earlier puberty is widely linked with ...,True,"['title', 'abstract']","['adiposity', 'body mass index (BMI)']",True,True,"['title', 'abstract']","['Mendelian randomisation', 'Mendelian randomisation (MR)']",True,['abstract'],['blood pressure'],True,['abstract'],['white-European'],1,1,1,,1,"BMI/adiposity is studied as the main exposure in relation to blood pressure outcomes. Mendelian randomisation is clearly mentioned as the method used. Blood pressure is studied as an outcome, and European ancestry is specified.",,1.0,5
181,Excessive alcohol consumption increases mortality in later life: a genetic analysis of the health in men cohort study,We designed this cohort study of men aged 70-89 ye...,True,['abstract'],['body mass index'],False,False,[],[],True,['abstract'],['history of hypertension'],False,[],[],-3,-1,-1,,-2,"BMI is present but not as a main exposure, Mendelian randomisation and European ancestry are absent, and blood pressure is present but not as the main outcome.",,1.0,-3
182,Deciphering the Plasma Proteome of Type 2 Diabetes,With an estimated prevalence of 463 million affect...,True,['abstract'],['BMI'],False,True,['abstract'],['Mendelian randomization'],True,['abstract'],['hypertension'],True,['abstract'],"['KORA', 'Nord-Trondelag Health Study']",0,-1,1,1.0,1,"BMI is present but not as the main exposure, it's adjusted for in models. Mendelian randomisation is present and discussed. Hypertension is mentioned as a covariate, not the main outcome. European ancestry is indicated by the cohorts used (KORA, Nord-Trondelag).",,,2
183,New strategies for the development of lipid-lowering therapies to reduce cardiovascular risk,The very high occurrence of cardiovascular events ...,False,[],[],False,True,['abstract'],['Mendelian randomization'],True,['abstract'],['hypertension'],True,['abstract'],['European'],-1,-2,1,,1,"BMI/adiposity terms are absent, not studied as an exposure. Mendelian randomisation is present in the abstract. Blood pressure terms are present and studied as an outcome. European ancestry is mentioned in the context of the European Society of Cardiology.",,1.0,1
184,Genetically modulated educational attainment and coronary disease risk,AIMS: Genetic disposition and lifestyle factors ar...,True,['abstract'],['body mass index (BMI)'],False,True,['abstract'],['Mendelian randomization'],True,['abstract'],['hypertension'],True,['abstract'],['UK Biobank'],0,-1,1,1.0,1,"BMI is present but not as a main exposure, hence -1. Mendelian randomisation is present, scoring +1. Blood pressure terms are present and studied as an outcome, scoring +1. European ancestry is indicated by 'UK Biobank', scoring +1.",,,2
185,Cardiometabolic risks of SARS-CoV-2 hospitalization using Mendelian Randomization,Many cardiometabolic conditions have demonstrated ...,True,['abstract'],['BMI'],True,True,"['title', 'abstract']","['Mendelian Randomization', 'Mendelian Randomization (MR)']",True,['abstract'],['diastolic and systolic blood pressure'],True,['abstract'],['European'],1,1,1,-1.0,1,"BMI is studied as a main exposure for blood pressure, which is not the main outcome. Mendelian randomization is present, and European ancestry is mentioned.",,,5
186,Causal association between adiposity and cardiovascular disease,N/A...,True,['title'],['adiposity'],True,False,[],[],False,[],[],False,[],[],-3,1,-1,-2.0,-2,"Adiposity is present in the title and is the main exposure variable. No mention of Mendelian randomisation, blood pressure terms, or European ancestry, leading to deductions in those categories.",,,-2
187,Mendelian randomization provides support for obesity as a risk factor for meningioma,Little is known about the causes of meningioma. Ob...,True,['abstract'],"['body mass index', 'body fat percentage']",True,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomization (MR)']",True,['abstract'],"['diastolic blood pressure', 'systolic blood pressure']",False,[],[],-1,1,1,,-2,"BMI/adiposity is studied as a main exposure for meningioma risk, earning +1. Mendelian randomisation is present in both title and abstract, earning +1. Blood pressure terms are present but not as the main outcome, resulting in -1. No European ancestry terms are mentioned, resulting in -2.",,-1.0,2
188,Semiparametric methods for estimation of a nonlinear exposure-outcome relationship using instrumental variables with application to Mendelian randomization,"Mendelian randomization, the use of genetic varian...",True,['abstract'],['body mass index'],True,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],"['systolic blood pressure', 'diastolic blood pressure']",False,[],[],0,1,1,1.0,-2,BMI is studied as the main exposure for blood pressure outcomes. Mendelian randomisation is present in both title and abstract. Blood pressure terms are present and studied as outcomes. No European ancestry terms are found.,,,2
189,Midlife vascular risk factors and risk of incident dementia: Longitudinal cohort and Mendelian randomization analyses in the UK Biobank,INTRODUCTION: Midlife clustering of vascular risk ...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],['blood pressure'],True,['title'],['UK Biobank'],0,-1,1,,1,"BMI/adiposity is present but not as the main exposure, thus -1. Mendelian randomisation is present, thus +1. Blood pressure terms are present as main outcome, thus +1. European ancestry is indicated by 'UK Biobank', thus +1.",1.0,,2
190,Contribution of genetics to visceral adiposity and its relation to cardiovascular and metabolic disease,Visceral adipose tissue (VAT)-fat stored around th...,True,"['title', 'abstract']",['visceral adiposity'],True,True,['abstract'],['Mendelian randomization'],True,['abstract'],['hypertension'],True,['abstract'],['Caucasian'],2,1,1,1.0,-1,"BMI/adiposity is the main exposure studied for its effects on diseases, including blood pressure-related outcomes. Mendelian randomisation is present and used to establish causality. Blood pressure terms are present and studied as outcomes. European ancestry is mentioned, but only in a specific subgroup context, not broadly, hence the negative score.",,,5
191,Causal inference for heritable phenotypic risk factors using heterogeneous genetic instruments,Over a decade of genome-wide association studies (...,True,['abstract'],['body mass index'],False,True,['abstract'],['Mendelian Randomization'],True,['abstract'],['systolic blood pressure'],False,[],[],-2,-1,1,,-2,"BMI/adiposity is present but not as the main exposure, thus -1. Mendelian randomisation is present, scoring +1. Blood pressure terms are present as outcomes, scoring +1. No European ancestry terms are present, scoring -2.",,1.0,-1
192,"Urinary Albumin, Sodium, and Potassium and Cardiovascular Outcomes in the UK Biobank: Observational and Mendelian Randomization Analyses",Urinary biomarkers are associated with cardiovascu...,True,['abstract'],['adiposity-related measures'],False,True,"['title', 'abstract']",['Mendelian Randomization'],True,['abstract'],"['blood pressure', 'hypertension']",True,['title'],['UK Biobank'],0,-1,1,1.0,1,"Adiposity is mentioned but not as the main exposure, hence -1. Mendelian randomisation is present in both title and abstract, scoring +1. Blood pressure terms are present and studied as outcomes, scoring +1. European ancestry is indicated by 'UK Biobank', scoring +1.",,,2
193,Associations between Potentially Modifiable Risk Factors and Alzheimer Disease: A Mendelian Randomization Study,BACKGROUND: Potentially modifiable risk factors in...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']","['Mendelian Randomization', 'Mendelian randomization']",True,['abstract'],['systolic blood pressure'],False,[],[],-2,-1,1,1.0,-2,"BMI is present but not as a main exposure, Mendelian randomisation is present, blood pressure terms are present as an outcome, and no European ancestry terms are found.",,,-1
194,Duration of obesity exposure between ages 10 and 40 years and its relationship with cardiometabolic disease risk factors: A cohort study,BACKGROUND: Individuals with obesity do not repres...,True,['abstract'],['body mass index (BMI)'],True,True,['abstract'],['mendelian randomization'],True,['abstract'],"['systolic (SBP)', 'diastolic blood pressure (DBP)']",True,['abstract'],['white British'],2,1,1,1.0,-1,"BMI is studied as a main exposure variable in relation to cardiometabolic disease risk factors. Mendelian randomisation is mentioned as a method for further study. Blood pressure terms are present but not as the main outcome. European ancestry is mentioned, but the term 'white British' may not fully align with the broader categories specified.",,,5
195,Assessment of causality between modifiable factors and heart failure: A Mendelian randomization analysis,BACKGROUND AND OBJECTIVES: Observational studies h...,True,['abstract'],['adiposity'],False,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomization']",True,['abstract'],['systolic blood pressure'],False,[],[],-2,-1,1,,-2,Adiposity is mentioned but not as a main exposure; Mendelian randomisation is present in both title and abstract; Systolic blood pressure is mentioned as an outcome; No European ancestry or related terms are mentioned.,,1.0,-1
196,The causal effect of vitamin D binding protein (DBP) levels on calcemic and cardiometabolic diseases: a Mendelian randomization study,BACKGROUND: Observational studies have shown that ...,True,['abstract'],['body mass index (BMI)'],False,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],['hypertension'],False,[],[],-1,-1,1,,-2,"BMI/adiposity is mentioned but not as a main exposure, hence -1. Mendelian randomisation is present, scoring +1. Blood pressure terms are present as an outcome, scoring +1. European ancestry is not mentioned, scoring -2.",1.0,,-1
197,Mendelian randomization studies in coronary artery disease,Epidemiological research over the last 50 years ha...,True,['abstract'],['obesity'],False,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomization (MR)']",True,['abstract'],['hypertension'],True,['abstract'],['European Society of Cardiology'],0,-1,1,,1,"BMI/adiposity is present as 'obesity' but not as the main exposure, hence -1. Mendelian randomisation is clearly present in both title and abstract, scoring +1. Blood pressure term 'hypertension' is present as an outcome, scoring +1. European ancestry is indicated by 'European Society of Cardiology', scoring +1.",1.0,,2
198,Diabetes and branched-chain amino acids: What is the link?,Branched-chain amino acids (BCAA) have increasingl...,True,['abstract'],['obesity'],False,True,['abstract'],['A Mendelian randomization study'],True,['abstract'],['hypertension'],True,['abstract'],['Caucasian'],0,-1,1,,1,"BMI/adiposity is present but not as the main exposure, hence -1. Mendelian randomisation is present, scoring +1. Blood pressure terms are present as an outcome, scoring +1. European ancestry is mentioned, scoring +1. Total score is 0.",1.0,,2
199,Feasibility of a Risk-Based Approach to Cataract Surgery Preoperative Medical Evaluation,"IMPORTANCE: In 2019, the US Centers for Medicare &...",False,[],[],False,False,[],[],False,[],[],False,[],[],-6,-2,-1,-2.0,-1,"No terms related to BMI/adiposity, Mendelian randomisation, blood pressure, or European ancestry were mentioned in the title or abstract. BMI/adiposity is not studied as an exposure, blood pressure terms are not studied as an outcome, and no relevant ancestry information is provided.",,,-6
200,The causal effects of health conditions and risk factors on social and socioeconomic outcomes: Mendelian randomization in UK Biobank,BACKGROUND: We aimed to estimate the causal effect...,True,['abstract'],['body mass index (BMI)'],True,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],['systolic blood pressure'],True,['abstract'],['White British ancestry'],2,1,1,1.0,-1,"BMI is studied as a main exposure affecting socioeconomic outcomes. Mendelian randomisation is present in both title and abstract. Systolic blood pressure is mentioned but not as a main outcome. European ancestry is specified, but the term 'White British ancestry' may not fully align with broader European/white/Caucasian ancestry categories.",,,5
