,document_info.title,document_info.abstract_preview,term_analysis.bmi_adiposity.present,term_analysis.bmi_adiposity.locations,term_analysis.bmi_adiposity.variations_found,term_analysis.bmi_adiposity.is_main_exposure,term_analysis.mendelian_randomisation.present,term_analysis.mendelian_randomisation.locations,term_analysis.mendelian_randomisation.variations_found,term_analysis.blood_pressure.present,term_analysis.blood_pressure.locations,term_analysis.blood_pressure.variations_found,term_analysis.blood_pressure.is_main_outcome,term_analysis.european_ancestry.present,term_analysis.european_ancestry.locations,term_analysis.european_ancestry.variations_found,score.value,score.breakdown.bmi_adiposity,score.breakdown.mendelian_randomisation,score.breakdown.blood_pressure_terms,score.breakdown.european_ancestry,score.justification,score.breakdown.blood pressure terms,score.breakdown.blood_pressure terms,SCORE
161,Multiple genetic variants explain measurable variance in type 2 diabetes-related traits in Pakistanis,AIMS/HYPOTHESIS: Multiple genetic variants are ass...,True,['abstract'],['BMI'],False,True,['abstract'],['Mendelian randomisation'],True,['abstract'],['systolic and diastolic blood pressure'],False,True,['abstract'],['Europeans'],-1,-1,1,-1.0,1,"BMI is present but not as a main exposure, Mendelian randomisation and European ancestry are present, blood pressure terms are present but not as the main outcome.",,,-18
162,Genetically Predicted Obesity Causally Increased the Risk of Hypertension Disorders in Pregnancy,Aims: This study aimed to evaluate the causal asso...,True,"['title', 'abstract']",['obesity'],True,True,['abstract'],['Mendelian randomization'],True,"['title', 'abstract']",['hypertension disorders'],True,True,['abstract'],['FinnGen'],2,1,1,1.0,-1,"BMI/adiposity (obesity) is the main exposure studied for its causal effect on hypertension disorders, which are the main outcome. Mendelian randomisation is present and used in the study. European ancestry is indicated by the mention of the FinnGen consortium, which is Finnish, but not explicitly stated as European or white ancestry.",,,62
163,"Adult height, coronary heart disease and stroke: a multi-locus Mendelian randomization meta-analysis",Background: We investigated causal effect of compl...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomisation']",True,['abstract'],['systolic blood pressure'],False,False,[],[],-2,-1,1,-1.0,-2,"BMI is present but not as a main exposure, Mendelian randomisation is present, blood pressure terms are present but not as the main outcome, and European ancestry is absent.",,,-69
164,Correcting the Standard Errors of 2-Stage Residual Inclusion Estimators for Mendelian Randomization Studies,Mendelian randomization studies use genotypes as i...,False,[],[],False,True,"['title', 'abstract']","['Mendelian Randomization', 'Mendelian randomization']",False,[],[],,False,[],[],-4,-2,1,-2.0,-1,"BMI/adiposity is not mentioned, thus not a main exposure. Mendelian randomisation is present in both title and abstract. No blood pressure terms or European ancestry terms are mentioned.",,,-149
165,Novel loci for childhood body mass index and shared heritability with adult cardiometabolic traits,The genetic background of childhood body mass inde...,True,"['title', 'abstract']","['body mass index', 'BMI']",False,False,[],[],True,['abstract'],['diastolic blood pressure'],False,False,[],[],-5,-1,-1,-1.0,-2,"BMI is present but not as the main exposure variable, Mendelian randomisation and European ancestry terms are absent, and blood pressure terms are present but not as the main outcome.",,,-71
166,Comprehensive Investigation of Circulating Biomarkers and Their Causal Role in Atherosclerosis-Related Risk Factors and Clinical Events,BACKGROUND: Circulating biomarkers have been previ...,True,['abstract'],['body mass index'],False,True,['abstract'],['Mendelian randomization'],True,['abstract'],"['systolic blood pressure', 'hypertension']",False,True,['abstract'],['UK Biobank'],-1,-1,1,-1.0,1,"BMI/adiposity is present but not as a main exposure, hence -1. Blood pressure terms are present but not as the main outcome, hence -1. Mendelian randomisation is present, hence +1. European ancestry is indicated by 'UK Biobank', hence +1.",,,-18
167,Epigenetic loci for blood pressure are associated with hypertensive target organ damage in older African Americans from the genetic epidemiology network of Arteriopathy (GENOA) study,BACKGROUND: Hypertension is a major modifiable ris...,True,['abstract'],['body mass index (BMI)'],False,True,['abstract'],['Mendelian randomization'],True,"['title', 'abstract']","['blood pressure', 'Hypertension']",True,False,[],[],-1,-1,1,1.0,-2,"BMI is present but not as the main exposure, only as an adjustment factor in the analysis. Mendelian randomization is present in the abstract. Blood pressure is the main outcome as indicated in both the title and abstract. No European ancestry or related terms are mentioned.",,,-9
168,Mendelian Randomization Study of Obesity and Cerebrovascular Disease,OBJECTIVE: To systematically investigate causal re...,True,['abstract'],['body mass index (BMI)'],False,True,"['title', 'abstract']","['Mendelian Randomization', 'Mendelian randomization']",True,['abstract'],['systolic blood pressure (SBP)'],False,False,[],[],-3,-1,1,-1.0,-2,"BMI is present but not as the main exposure, only as a covariate. Mendelian randomisation is clearly present in both title and abstract. Blood pressure terms are present but not as the main outcome, only as a mediator. No European ancestry terms are found.",,,-69
169,Detecting and correcting for bias in Mendelian randomization analyses using Gene-by-Environment interactions,BACKGROUND: Mendelian randomization (MR) has devel...,True,['abstract'],"['adiposity', 'body mass index (BMI)']",True,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomization (MR)']",True,['abstract'],['systolic blood pressure (SBP)'],True,True,['abstract'],['UK Biobank'],2,1,1,1.0,-1,"BMI is studied as a main exposure variable for blood pressure outcomes, specifically systolic blood pressure. Mendelian randomisation is present in both the title and abstract. Blood pressure is the main outcome studied. European ancestry is indicated by the mention of the UK Biobank, but it does not explicitly confirm the population is European or Caucasian, hence the negative score for European ancestry.",,,62
170,Comorbidities in gout and hyperuricemia: causality or epiphenomena?,PURPOSE OF REVIEW: To review advances in the under...,True,['abstract'],['BMI'],True,True,['abstract'],['Mendelian randomization'],True,['abstract'],['hypertension'],False,False,[],[],-1,1,1,-1.0,-2,"BMI is identified as a main exposure affecting serum urate, thus scoring +1. Mendelian randomization is present in the abstract, scoring +1. Hypertension is mentioned but not as the main outcome, scoring -1. No European ancestry terms are found, scoring -2.",,,-49
171,Body mass index and body composition in relation to 14 cardiovascular conditions in UK Biobank: a Mendelian randomization study,AIMS: The causal role of adiposity for several car...,True,"['title', 'abstract']","['Body mass index', 'adiposity', 'body mass index (BMI)', 'BMI']",True,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],['arterial hypertension'],True,True,['abstract'],['UK Biobank'],2,1,1,1.0,-1,"BMI/adiposity is the main exposure studied for its effects on blood pressure and other cardiovascular conditions. Mendelian randomisation is present and used in the study. Blood pressure is a main outcome, specifically arterial hypertension. European ancestry is indicated by the study population (UK Biobank), but 'UK Biobank' does not explicitly confirm European ancestry, hence the deduction.",,,62
172,Vitamin D and heart failure: A two-sample mendelian randomization study,BACKGROUND AND AIMS: The relationship between vita...,True,['abstract'],['BMI'],False,True,"['title', 'abstract']","['mendelian randomization', 'Mendelian randomization']",True,['abstract'],['hypertension'],False,False,[],[],-3,-1,1,-1.0,-2,"BMI is present but not as a main exposure, only as a covariate in multivariable MR. Mendelian randomisation is clearly present in both title and abstract. Hypertension is mentioned but not as the main outcome, rather as a covariate. No European ancestry terms are found.",,,-69
173,Association of genetically predicted blood sucrose with coronary heart disease and its risk factors in Mendelian randomization,We assessed the associations of genetically instru...,True,['abstract'],['adiposity'],False,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],['blood pressure'],False,False,[],[],-3,-1,1,,-2,"BMI/adiposity is mentioned but not as a main exposure, hence -1. Mendelian randomisation is present in both title and abstract, hence +1. Blood pressure is mentioned but not as the main outcome, hence -1. No European ancestry terms are present, hence -2.",,-1.0,-69
174,A genetic risk score for fasting plasma glucose is independently associated with arterial stiffness: a Mendelian randomization study,BACKGROUND: Arterial stiffness is known to be asso...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],['systolic blood pressure'],False,True,['abstract'],['Sweden'],-1,-1,1,,1,"BMI/adiposity is present but not as the main exposure, thus scoring -1. Mendelian randomisation is present, scoring 1. Blood pressure terms are present but not as the main outcome, scoring -1. European ancestry is mentioned (Sweden), scoring 1.",-1.0,,-18
175,Nonalcoholic fatty liver disease or metabolic dysfunction-associated fatty liver disease diagnoses and cardiovascular diseases: From epidemiology to drug approaches,BACKGROUND: A consensus of experts has proposed to...,True,['abstract'],['obesity'],False,True,['abstract'],['Mendelian randomization'],True,['abstract'],['hypertension'],False,True,['abstract'],['European'],-1,-1,1,,1,"BMI/adiposity is present but not as the main exposure, hence -1. Mendelian randomisation is present, scoring +1. Blood pressure terms are present but not as the main outcome, scoring -1. European ancestry is present, scoring +1. Total score is calculated as -1.",,-1.0,-18
176,Alcohol consumption and cognitive impairment in older men: a mendelian randomization study,OBJECTIVE: To determine whether alcohol consumptio...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']",['mendelian randomization'],True,['abstract'],['hypertension'],False,False,[],[],-2,-1,1,-1.0,-2,"BMI is present but not as the main exposure, Mendelian randomisation is present, hypertension is mentioned but not as the main outcome, and there is no mention of European ancestry.",,,-69
177,Risk factors for type 2 diabetes mellitus: An exposure-wide umbrella review of meta-analyses,BACKGROUND: Type 2 diabetes mellitus (T2DM) is a g...,True,['abstract'],['Adiposity'],False,True,['abstract'],['Mendelian randomization'],True,['abstract'],['high systolic blood pressure'],False,False,[],[],-3,-1,1,,-2,"Adiposity is mentioned but not as a main exposure, Mendelian randomization is present, high systolic blood pressure is mentioned but not as a main outcome, and no European ancestry terms are found.",,-1.0,-69
178,"Cardiometabolic, Lifestyle, and Nutritional Factors in Relation to Varicose Veins: A Mendelian Randomization Study",Background We conducted a 2-sample Mendelian rando...,True,['abstract'],['body mass index'],True,True,"['title', 'abstract']","['Mendelian Randomization', 'Mendelian randomization']",True,['abstract'],"['diastolic and systolic blood pressure', 'systolic blood pressure']",False,True,['abstract'],"['UK Biobank', 'FinnGen consortium']",1,1,1,-1.0,1,"BMI is studied as a main exposure for varicose veins, Mendelian randomisation is present in both title and abstract, blood pressure terms are present but not as the main outcome, and European ancestry is indicated by mentions of UK Biobank and FinnGen consortium.",,,2
179,Type 2 diabetes mellitus increases risk of erectile dysfunction independent of obesity and dyslipidemia: A Mendelian randomization study,BACKGROUND: The causal effects of individual risk ...,True,['abstract'],['body mass index (BMI)'],False,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomization (MR)']",True,['abstract'],['systolic blood pressure'],False,True,['abstract'],['Europeans'],-1,-1,1,-1.0,1,"BMI is present but not as the main exposure, Mendelian randomisation is present, blood pressure terms are present but not as the main outcome, and European ancestry is present.",,,-18
180,Influence of puberty timing on adiposity and cardiometabolic traits: A Mendelian randomisation study,BACKGROUND: Earlier puberty is widely linked with ...,True,"['title', 'abstract']","['adiposity', 'body mass index (BMI)']",True,True,"['title', 'abstract']","['Mendelian randomisation', 'Mendelian randomisation (MR)']",True,['abstract'],['blood pressure'],True,True,['abstract'],['white-European'],2,1,1,,-1,"BMI/adiposity is studied as a main exposure variable. Mendelian randomisation is present and relevant to the study. Blood pressure terms are present and studied as a main outcome. European ancestry is mentioned, but the study explicitly states a lack of inference to non-white-European populations, which impacts the relevance score negatively.",1.0,,62
181,Excessive alcohol consumption increases mortality in later life: a genetic analysis of the health in men cohort study,We designed this cohort study of men aged 70-89 ye...,True,['abstract'],['body mass index'],False,False,[],[],True,['abstract'],['history of hypertension'],False,False,[],[],-3,-1,-1,,-2,BMI is present but not as a main exposure. No evidence of Mendelian randomisation or European ancestry. Blood pressure is mentioned but not as the main outcome.,-1.0,,-71
182,Deciphering the Plasma Proteome of Type 2 Diabetes,With an estimated prevalence of 463 million affect...,True,['abstract'],['BMI'],False,True,['abstract'],['Mendelian randomization'],True,['abstract'],['hypertension'],False,True,['abstract'],"['KORA', 'Nord-Trondelag Health Study']",-1,-1,1,-1.0,1,"BMI is mentioned but not as the main exposure, it is adjusted for in logistic regression models. Blood pressure is mentioned as hypertension but not as the main outcome. Mendelian randomization is present and discussed in the context of causal effects. European ancestry is indicated by the mention of the KORA and HUNT3 cohorts.",,,-18
183,New strategies for the development of lipid-lowering therapies to reduce cardiovascular risk,The very high occurrence of cardiovascular events ...,False,[],[],False,True,['abstract'],['Mendelian randomization'],True,['abstract'],['hypertension'],False,True,['abstract'],['European Society of Cardiology'],-1,-2,1,,1,"BMI/adiposity terms are absent, thus scoring -2. Mendelian randomisation is present, scoring +1. Blood pressure terms are present but not as the main outcome, scoring -1. European ancestry is mentioned, scoring +1.",,-1.0,-58
184,Genetically modulated educational attainment and coronary disease risk,AIMS: Genetic disposition and lifestyle factors ar...,True,['abstract'],['body mass index (BMI)'],False,True,['abstract'],['Mendelian randomization'],True,['abstract'],['hypertension'],False,True,['abstract'],['UK Biobank'],-1,-1,1,-1.0,1,"BMI is present but not as the main exposure, it is adjusted for in the model. Blood pressure is present but not as the main outcome. Mendelian randomisation and European ancestry are both present.",,,-18
185,Cardiometabolic risks of SARS-CoV-2 hospitalization using Mendelian Randomization,Many cardiometabolic conditions have demonstrated ...,True,['abstract'],['BMI'],False,True,"['title', 'abstract']","['Mendelian Randomization', 'Mendelian Randomization (MR)']",True,['abstract'],['diastolic and systolic blood pressure'],False,True,['abstract'],['European'],-1,-1,1,-1.0,1,"BMI is present but not as the main exposure, hence -1. Blood pressure terms are present but not as the main outcome, hence -1. Mendelian randomisation is present, scoring +1. European ancestry is mentioned, scoring +1.",,,-18
186,Causal association between adiposity and cardiovascular disease,N/A...,True,['title'],['adiposity'],True,False,[],[],False,[],[],False,False,[],[],-3,1,-1,-2.0,-2,"Adiposity is present in the title and is the main exposure variable for the study. Mendelian randomisation, blood pressure terms, and European ancestry are not mentioned in the title or abstract.",,,-91
187,Mendelian randomization provides support for obesity as a risk factor for meningioma,Little is known about the causes of meningioma. Ob...,True,['abstract'],"['body mass index', 'body fat percentage']",True,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomization (MR)']",True,['abstract'],"['diastolic blood pressure', 'systolic blood pressure']",False,False,[],[],-1,1,1,-1.0,-2,"BMI/adiposity is present and studied as a main exposure to meningioma risk, earning +1 point. Mendelian randomisation is present in both title and abstract, earning +1 point. Blood pressure terms are present but not as the main outcome, resulting in -1 point. No European ancestry terms are found, resulting in -2 points.",,,-49
188,Semiparametric methods for estimation of a nonlinear exposure-outcome relationship using instrumental variables with application to Mendelian randomization,"Mendelian randomization, the use of genetic varian...",True,['abstract'],['body mass index'],True,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],"['systolic blood pressure', 'diastolic blood pressure']",True,False,[],[],0,1,1,1.0,-2,"BMI is studied as the main exposure variable for blood pressure outcomes, which are the main outcomes. Mendelian randomization is present in both title and abstract. No European ancestry terms are found.",,,11
189,Midlife vascular risk factors and risk of incident dementia: Longitudinal cohort and Mendelian randomization analyses in the UK Biobank,INTRODUCTION: Midlife clustering of vascular risk ...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],['blood pressure'],True,True,['title'],['UK Biobank'],0,-1,1,1.0,1,"BMI/adiposity is present but not as the main exposure, thus -1. Mendelian randomisation is present, thus +1. Blood pressure terms are present and studied as the main outcome, thus +1. European ancestry is indicated by 'UK Biobank', thus +1.",,,42
190,Contribution of genetics to visceral adiposity and its relation to cardiovascular and metabolic disease,Visceral adipose tissue (VAT)-fat stored around th...,True,"['title', 'abstract']",['visceral adiposity'],True,True,['abstract'],['Mendelian randomization'],True,['abstract'],['hypertension'],True,True,['abstract'],['Caucasian'],2,1,1,1.0,-1,"BMI/adiposity is studied as a main exposure for cardiovascular and metabolic diseases. Mendelian randomisation is present and used to establish causality. Blood pressure term 'hypertension' is present and studied as an outcome. European ancestry is mentioned, but only in a specific subgroup (Caucasian females), not broadly across the study population.",,,62
191,Causal inference for heritable phenotypic risk factors using heterogeneous genetic instruments,Over a decade of genome-wide association studies (...,True,['abstract'],['body mass index'],True,True,['abstract'],['Mendelian Randomization'],True,['abstract'],['systolic blood pressure'],False,False,[],[],-1,1,1,,-2,"BMI is studied as a main exposure, Mendelian randomisation is present, blood pressure terms are present but not as the main outcome, and there is no mention of European ancestry.",-1.0,,-49
192,"Urinary Albumin, Sodium, and Potassium and Cardiovascular Outcomes in the UK Biobank: Observational and Mendelian Randomization Analyses",Urinary biomarkers are associated with cardiovascu...,True,['abstract'],['adiposity-related measures'],False,True,"['title', 'abstract']",['Mendelian Randomization'],True,['abstract'],['blood pressure'],True,True,['title'],['UK Biobank'],0,-1,1,1.0,1,"BMI/adiposity is present but not as the main exposure, hence -1. Mendelian randomisation is clearly present, scoring +1. Blood pressure is studied as the main outcome, scoring +1. The study involves the UK Biobank, indicating European ancestry, scoring +1.",,,42
193,Associations between Potentially Modifiable Risk Factors and Alzheimer Disease: A Mendelian Randomization Study,BACKGROUND: Potentially modifiable risk factors in...,True,['abstract'],['body mass index (BMI)'],False,True,"['title', 'abstract']","['Mendelian Randomization', 'Mendelian randomization']",True,['abstract'],['systolic blood pressure (SBP)'],True,False,[],[],-1,-1,1,1.0,-2,"BMI is present but not as a main exposure, Mendelian randomisation is present, blood pressure terms are present and studied as the main outcome, and there is no mention of European ancestry.",,,-9
194,Duration of obesity exposure between ages 10 and 40 years and its relationship with cardiometabolic disease risk factors: A cohort study,BACKGROUND: Individuals with obesity do not repres...,True,"['title', 'abstract']",['body mass index (BMI)'],True,True,['abstract'],['mendelian randomization'],True,['abstract'],"['systolic (SBP)', 'diastolic blood pressure (DBP)']",False,True,['abstract'],['white British'],0,1,1,-1.0,1,BMI is studied as a main exposure to cardiometabolic disease risk factors. Mendelian randomisation is mentioned as a method for further validation. Blood pressure terms are present but not as the main outcome. European ancestry is specified as 'white British'.,,,2
195,Assessment of causality between modifiable factors and heart failure: A Mendelian randomization analysis,BACKGROUND AND OBJECTIVES: Observational studies h...,True,['abstract'],['adiposity'],False,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomisation']",True,['abstract'],['systolic blood pressure'],True,False,[],[],-1,-1,1,1.0,-2,"Adiposity is mentioned but not as a main exposure, Mendelian randomisation is present, systolic blood pressure is studied as a main outcome, and no European ancestry terms are mentioned.",,,-9
196,The causal effect of vitamin D binding protein (DBP) levels on calcemic and cardiometabolic diseases: a Mendelian randomization study,BACKGROUND: Observational studies have shown that ...,True,['abstract'],['body mass index (BMI)'],False,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],['hypertension'],True,False,[],[],-1,-1,1,1.0,-2,"BMI/adiposity is present but not as the main exposure, resulting in -1 points. Mendelian randomisation is present, adding 1 point. Blood pressure terms are present and studied as the main outcome, adding 1 point. European ancestry is absent, resulting in -2 points.",,,-9
197,Mendelian randomization studies in coronary artery disease,Epidemiological research over the last 50 years ha...,True,['abstract'],['obesity'],False,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomization (MR)']",True,['abstract'],['hypertension'],False,True,['abstract'],['European Society of Cardiology'],-1,-1,1,-1.0,1,"BMI/adiposity is mentioned as 'obesity' but not as a main exposure. Blood pressure is mentioned as 'hypertension' but not as the main outcome. Mendelian randomisation is present in both title and abstract. European ancestry is mentioned, referring to the European Society of Cardiology.",,,-18
198,Diabetes and branched-chain amino acids: What is the link?,Branched-chain amino acids (BCAA) have increasingl...,True,['abstract'],['obesity'],False,True,['abstract'],['Mendelian randomization'],True,['abstract'],['hypertension'],False,True,['abstract'],['Caucasian'],-1,-1,1,,1,"BMI/adiposity is present but not as the main exposure, leading to a -1 score. Mendelian randomisation is present, adding 1 point. Blood pressure terms are present but not as the main outcome, resulting in -1 point. European ancestry is mentioned, adding 1 point.",-1.0,,-18
199,Feasibility of a Risk-Based Approach to Cataract Surgery Preoperative Medical Evaluation,"IMPORTANCE: In 2019, the US Centers for Medicare &...",False,[],[],False,False,[],[],False,[],[],False,False,[],[],-6,-2,-1,-2.0,-2,"No terms related to BMI/adiposity, Mendelian randomisation, blood pressure, or European ancestry were found in the title or abstract. BMI/adiposity is not mentioned, thus not a main exposure. Blood pressure is not mentioned as an outcome. No relevant terms for Mendelian randomisation or European ancestry are present.",,,-151
200,The causal effects of health conditions and risk factors on social and socioeconomic outcomes: Mendelian randomization in UK Biobank,BACKGROUND: We aimed to estimate the causal effect...,True,['abstract'],['body mass index (BMI)'],True,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],['systolic blood pressure'],False,True,['abstract'],['White British'],0,1,1,-1.0,1,BMI is studied as a main exposure affecting socioeconomic outcomes. Mendelian randomization is present in both title and abstract. Blood pressure is present but not as the main outcome. European ancestry is specified as White British.,,,2
